type,name,atrophy,behavior,cognitive,alertnesss,coordination,cranial_nerve,dysautonomia,EOMS,fatigue,gait,head,hyperkinesia,hyperreflexia,hypertonia,hypokinesia,hyporeflexia,hypotonia,neck,pain,seizure,sensory,skin,speech,sphincter,tremor,vision,weakness,misc
ataxia,Autosomal_recessive_congenital_cerebellar_ataxia_due_to_GRID2_deficiency,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ataxia,Autosomal_recessive_congenital_cerebellar_ataxia_due_to_MGLUR1_deficiency,0,0,0,0,3,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ataxia,Autosomal_recessive_spastic_ataxia_of_Charlevoix_Saguenay,1,0,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,2,1,0,2,0
ataxia,Autosomal_recessive_spastic_ataxia_with_leukoencephalopathy,0,0,1,0,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ataxia,Autosomal_recessive_spastic_ataxia_optic_atrophy_dysarthria_syndrome,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0
ataxia,Benign_paroxysmal_tonic_upgaze_of_childhood_with_ataxia,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ataxia,Cataract_ataxia_deafness_syndrome,0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
ataxia,Cerebellar_ataxia_Cayman_type,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
ataxia,Cerebellar_ataxia_with_neuropathy_and_bilateral_vestibular_areflexia_syndrome,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
ataxia,Cerebellar_ataxia_areflexia_pes_cavus_optic_atrophy_sensorineural_hearing_loss_syndrome,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
ataxia,Cerebellar_ataxia_ectodermal_dysplasia_syndrome,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
ataxia,Cerebellar_ataxia_hypogonadism_syndrome,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2
ataxia,Congenital_cerebellar_ataxia_due_to_RNU12_mutation,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
ataxia,Early_onset_cerebellar_ataxia_with_retained_tendon_reflexes,1,0,1,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0
ataxia,Early_onset_spastic_ataxia_myoclonic_epilepsy_neuropathy_syndrome,1,0,1,0,3,1,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0
ataxia,Episodic_ataxia_type_1,0,0,0,0,2,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,3
ataxia,Episodic_ataxia_type_3,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
ataxia,Episodic_ataxia_type_4,0,0,0,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ataxia,Episodic_ataxia_type_5,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ataxia,Episodic_ataxia_type_6,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,1
ataxia,Episodic_ataxia_type_7,0,0,1,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
ataxia,Episodic_ataxia_with_slurred_speech,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0
ataxia,Familial_paroxysmal_ataxia,0,0,0,0,1,2,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
ataxia,Fragile_X_associated_tremor/ataxia_syndrome,0,3,2,0,2,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,3,1,0,1,3
ataxia,Friedreich_ataxia,0,0,0,0,3,2,0,2,0,3,0,2,0,1,0,1,0,0,0,0,1,0,2,1,1,2,1,0
ataxia,Infantile_onset_autosomal_recessive_nonprogressive_cerebellar_ataxia,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2
ataxia,Lethal_ataxia_with_deafness_and_optic_atrophy,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,3,2,1
ataxia,Muscular_atrophy_ataxia_retinitis_pigmentosa_diabetes_mellitus_syndrome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ataxia,Myoclonus_cerebellar_ataxia_deafness_syndrome,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
ataxia,Optic_atrophy_ataxia_peripheral_neuropathy_global_developmental_delay_syndrome,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,5,0,2
ataxia,Posterior_column_ataxia_retinitis_pigmentosa_syndrome,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,1,3,0,1
ataxia,Recessive_mitochondrial_ataxia_syndrome,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,1
ataxia,Spastic_ataxia_with_congenital_miosis,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ataxia,Spastic_ataxia_corneal_dystrophy_syndrome,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ataxia,Spectrin_associated_autosomal_recessive_cerebellar_ataxia,0,0,1,0,3,0,0,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0
ataxia,Sporadic_adult_onset_ataxia_of_unknown_etiology,0,0,2,0,2,1,0,3,0,1,0,0,1,2,2,0,0,0,0,0,1,0,1,1,2,1,0,0
ataxia,Tremor_ataxia_central_hypomyelination_syndrome,0,0,1,0,3,0,0,3,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,2,3,0,1
ataxia,X_linked_non_progressive_cerebellar_ataxia,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1
ataxia,X_linked_progressive_cerebellar_ataxia,1,0,0,0,4,0,0,2,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
ataxia,Autosomal_recessive_spinocerebellar_ataxia_blindness_deafness_syndrome,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,0,0
ataxia,Childhood_onset_autosomal_recessive_slowly_progressive_spinocerebellar_ataxia,0,0,0,0,3,0,0,5,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0
ataxia,Infantile_onset_spinocerebellar_ataxia,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ataxia,Spinocerebellar_ataxia_type_1,2,1,2,0,2,0,0,6,0,1,1,2,1,0,1,1,0,0,0,0,1,0,2,0,1,1,0,1
ataxia,Spinocerebellar_ataxia_type_10,0,2,0,1,2,0,0,3,0,2,0,1,1,0,0,1,0,0,0,4,0,0,2,1,2,0,0,1
ataxia,Spinocerebellar_ataxia_type_11,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ataxia,Spinocerebellar_ataxia_type_12,0,0,2,0,3,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0
ataxia,Spinocerebellar_ataxia_type_13,0,0,1,0,2,1,0,3,0,0,1,2,2,0,0,0,0,0,0,0,1,0,1,2,1,2,0,2
ataxia,Spinocerebellar_ataxia_type_14,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
ataxia,Spinocerebellar_ataxia_type_15/16,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
ataxia,Spinocerebellar_ataxia_type_17,0,0,1,0,1,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ataxia,Spinocerebellar_ataxia_type_18,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2,0,1,0
ataxia,Spinocerebellar_ataxia_type_19/22,0,0,0,0,4,0,0,4,0,1,0,0,1,1,0,1,0,0,0,0,0,0,2,1,0,0,0,0
ataxia,Spinocerebellar_ataxia_type_2,1,0,1,0,0,0,0,4,0,0,0,2,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,1
ataxia,Spinocerebellar_ataxia_type_20,0,0,0,0,1,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0
ataxia,Spinocerebellar_ataxia_type_21,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ataxia,Spinocerebellar_ataxia_type_23,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
ataxia,Spinocerebellar_ataxia_type_25,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,3,0,0,1,0,1,0,1
ataxia,Spinocerebellar_ataxia_type_26,1,0,0,0,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ataxia,Spinocerebellar_ataxia_type_27,0,1,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0
ataxia,Spinocerebellar_ataxia_type_28,0,0,2,0,1,1,0,3,0,0,0,2,1,2,1,0,0,0,0,0,0,0,1,0,2,0,0,0
ataxia,Spinocerebellar_ataxia_type_29,0,0,1,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
ataxia,Spinocerebellar_ataxia_type_3,1,0,0,0,1,1,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ataxia,Spinocerebellar_ataxia_type_30,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ataxia,Spinocerebellar_ataxia_type_31,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
ataxia,Spinocerebellar_ataxia_type_32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
ataxia,Spinocerebellar_ataxia_type_34,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0
ataxia,Spinocerebellar_ataxia_type_35,0,0,1,0,2,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
ataxia,Spinocerebellar_ataxia_type_36,2,1,0,0,4,3,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,3,1,0,0
ataxia,Spinocerebellar_ataxia_type_37,0,0,0,0,3,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0
ataxia,Spinocerebellar_ataxia_type_38,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
ataxia,Spinocerebellar_ataxia_type_4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0
ataxia,Spinocerebellar_ataxia_type_40,0,0,0,0,2,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
ataxia,Spinocerebellar_ataxia_type_41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ataxia,Spinocerebellar_ataxia_type_42,0,0,0,0,0,1,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0
ataxia,Spinocerebellar_ataxia_type_43,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,1,0,1,0,0,0,1,0
ataxia,Spinocerebellar_ataxia_type_5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ataxia,Spinocerebellar_ataxia_type_6,0,1,0,0,0,0,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0
ataxia,Spinocerebellar_degeneration_corneal_dystrophy_syndrome,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
ataxia,Spinocerebellar_ataxia_type_7,0,1,1,1,3,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,6,1,4
ataxia,Spinocerebellar_ataxia_type_8,0,0,0,0,2,0,0,2,0,1,0,2,1,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0
ataxia,Spinocerebellar_ataxia_with_axonal_neuropathy_type_1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
ataxia,Spinocerebellar_ataxia_with_axonal_neuropathy_type_2,0,0,0,0,1,0,0,4,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0
ataxia,Spinocerebellar_ataxia_dysmorphism_syndrome,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2
ataxia,X_linked_sideroblastic_anemia_and_spinocerebellar_ataxia,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
ataxia,X_linked_spinocerebellar_ataxia_type_3,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ataxia,X_linked_spinocerebellar_ataxia_type_4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
CMT,Autosomal_dominant_Charcot_Marie_Tooth_disease_type_2A2,1,0,0,1,1,1,0,0,0,3,0,0,0,0,0,3,0,0,2,0,3,0,2,0,2,2,4,1
CMT,Autosomal_dominant_Charcot_Marie_Tooth_disease_type_2E,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0
CMT,Autosomal_dominant_Charcot_Marie_Tooth_disease_type_2F,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
CMT,Autosomal_dominant_Charcot_Marie_Tooth_disease_type_2K,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1
CMT,Autosomal_dominant_Charcot_Marie_Tooth_disease_type_2W,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0
CMT,Autosomal_dominant_Charcot_Marie_Tooth_disease_type_2Y,1,0,1,0,1,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,4,0,1,0,0,0,5,0
CMT,Autosomal_dominant_Charcot_Marie_Tooth_disease_type_2Z,7,0,0,0,0,1,0,0,0,2,1,0,0,1,0,1,0,0,0,0,1,0,2,1,1,2,9,1
CMT,Autosomal_recessive_axonal_Charcot_Marie_Tooth_disease_due_to_copper_metabolism_defect,2,0,0,0,1,2,0,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,0
CMT,Autosomal_recessive_Charcot_Marie_Tooth_disease_with_hoarseness,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,4,0
CMT,Charcot_Marie_Tooth_disease_type_1A,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,4,0,0,0,0,0,2,1
CMT,Charcot_Marie_Tooth_disease_type_1B,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
CMT,Charcot_Marie_Tooth_disease_type_1E,2,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,3,0
CMT,Charcot_Marie_Tooth_disease_type_1F,4,0,1,1,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,4,0,1,1,2,0,5,0
CMT,Charcot_Marie_Tooth_disease_type_2B1,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0
CMT,Charcot_Marie_Tooth_disease_type_4A,1,0,0,0,2,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,4,0,1,0,0,0,4,2
CMT,Charcot_Marie_Tooth_disease_type_4B2,0,1,0,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,3,4,0
CMT,Charcot_Marie_Tooth_disease_type_4C,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,1,0,0,2,0,3,0,1,0,1,5,3,2
CMT,Charcot_Marie_Tooth_disease_type_4D,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0
CMT,Charcot_Marie_Tooth_disease_type_4G,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0
CMT,X_linked_Charcot_Marie_Tooth_disease_type_1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0
CMT,X_linked_Charcot_Marie_Tooth_disease_type_2,3,0,0,0,0,1,0,0,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,1,3,3,0
CMT,X_linked_Charcot_Marie_Tooth_disease_type_3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,1
CMT,X_linked_Charcot_Marie_Tooth_disease_type_4,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
CMT,X_linked_Charcot_Marie_Tooth_disease_type_5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,1,1,1
CMT,X_linked_Charcot_Marie_Tooth_disease_type_6,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0
dystonia,Adult_onset_cervical_dystonia_DYT23_type,0,1,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2
dystonia,Autosomal_dominant_dopa_responsive_dystonia,0,2,0,1,1,1,0,1,0,0,0,4,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,2
dystonia,Autosomal_dominant_focal_dystonia_DYT25_type,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dystonia,Autosomal_recessive_dopa_responsive_dystonia,0,1,1,1,1,1,0,0,0,0,0,5,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4
dystonia,Cirrhosis_dystonia_polycythemia_hypermanganesemia_syndrome,0,0,0,0,3,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0
dystonia,Cranio_cervical_dystonia_with_laryngeal_and_upper_limb_involvement,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
dystonia,Developmental_malformations_deafness_dystonia_syndrome,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
dystonia,Dopa_responsive_dystonia,0,7,0,2,1,0,1,0,1,1,0,5,0,1,1,0,0,0,0,0,0,0,2,1,0,0,1,3
dystonia,Dopa_responsive_dystonia_due_to_sepiapterin_reductase_deficiency,0,0,1,2,0,1,1,0,0,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3
dystonia,Dystonia_aphonia_syndrome,0,1,1,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
dystonia,Early_onset_generalized_limb_onset_dystonia,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dystonia,Hemidystonia_hemiatrophy_syndrome,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dystonia,Paroxysmal_dystonic_choreathetosis_with_episodic_ataxia_and_spasticity,0,0,0,0,1,0,0,1,0,0,0,3,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
dystonia,Myoclonus_dystonia_syndrome,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dystonia,Oromandibular_dystonia,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
dystonia,Primary_dystonia_DYT13_type,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0
dystonia,Primary_dystonia_DYT17_type,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
dystonia,Primary_dystonia_DYT2_type,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
dystonia,Primary_dystonia_DYT21_type,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dystonia,Primary_dystonia_DYT27_type,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
dystonia,Primary_dystonia_DYT4_type,0,0,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
dystonia,Primary_dystonia_DYT6_type,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dystonia,Progressive_myoclonic_epilepsy_with_dystonia,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2
dystonia,Rolandic_epilepsy_paroxysmal_exercise_induced_dystonia_writer's_cramp_syndrome,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dystonia,Severe_motor_and_intellectual_disabilities_sensorineural_deafness_dystonia_syndrome,0,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
intellectual_disability,AHDC1_related_intellectual_disability_obstructive_sleep_apnea_mild_dysmorphism_syndrome,0,1,0,0,1,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2
